SignId,Id,X,Y,Z,Retro,Angle,Distance,UTC,R,G,B,H,S,V,pX,pY,Unnamed: 17,COLOR
3,43503,33.787,-84.406,244.677,0.74,-0.22,7.553,66091.642,226,124,111,6,0.51,0.886,0.482,0.845,,RED
3,43504,33.787,-84.406,244.6,0.74,-0.23,7.558,66091.642,226,130,120,6,0.471,0.886,0.473,0.928,,RED
3,43567,33.787,-84.406,245.457,0.69,-0.117,7.415,66091.655,251,241,249,312,0.039,0.984,0.493,0,,WHITE
3,43568,33.787,-84.406,245.382,0.75,-0.127,7.414,66091.655,226,129,124,2,0.451,0.886,0.481,0.081,,RED
3,43569,33.787,-84.406,245.307,0.74,-0.137,7.407,66091.655,225,129,118,6,0.475,0.882,0.47,0.163,,RED
3,43570,33.787,-84.406,245.231,0.75,-0.148,7.415,66091.655,226,126,116,6,0.486,0.886,0.47,0.245,,RED
3,43571,33.787,-84.406,245.157,0.75,-0.158,7.404,66091.655,250,232,219,26,0.125,0.98,0.459,0.325,,RED
3,43572,33.787,-84.406,245.084,0.74,-0.168,7.398,66091.655,226,129,131,358,0.427,0.886,0.449,0.404,,WHITE
3,43573,33.787,-84.406,245.009,0.74,-0.178,7.396,66091.655,232,132,116,8,0.498,0.91,0.438,0.485,,RED
3,43574,33.787,-84.406,244.934,0.74,-0.189,7.401,66091.655,228,130,118,6,0.482,0.894,0.44,0.567,,RED
3,43575,33.787,-84.406,244.859,0.74,-0.199,7.401,66091.655,224,132,109,12,0.514,0.878,0.432,0.648,,RED
3,43576,33.787,-84.406,244.785,0.74,-0.209,7.402,66091.655,229,128,119,4,0.478,0.898,0.434,0.728,,RED
3,43577,33.787,-84.406,244.709,0.74,-0.22,7.412,66091.655,228,129,119,6,0.478,0.894,0.422,0.81,,RED
3,43578,33.787,-84.406,244.633,0.75,-0.23,7.419,66091.655,228,127,116,6,0.49,0.894,0.425,0.893,,RED
3,43579,33.787,-84.406,244.561,0.74,-0.24,7.412,66091.655,238,154,139,10,0.416,0.933,0.422,0.971,,RED
3,43642,33.787,-84.406,245.401,0.75,-0.127,7.279,66091.668,225,132,124,4,0.447,0.882,0.435,0.061,,RED
3,43643,33.787,-84.406,245.33,0.74,-0.137,7.256,66091.668,225,129,119,6,0.471,0.882,0.411,0.138,,RED
3,43644,33.787,-84.406,245.256,0.74,-0.148,7.257,66091.668,225,129,118,6,0.475,0.882,0.411,0.218,,RED
3,43645,33.787,-84.406,245.183,0.75,-0.158,7.259,66091.668,225,134,122,6,0.459,0.882,0.4,0.297,,RED
3,43646,33.787,-84.406,245.11,0.75,-0.168,7.254,66091.668,247,252,243,94,0.035,0.988,0.39,0.376,,WHITE
3,43647,33.787,-84.406,245.037,0.76,-0.178,7.251,66091.668,251,241,235,22,0.063,0.984,0.392,0.455,,RED
3,43648,33.787,-84.406,244.962,0.76,-0.189,7.261,66091.668,250,250,255,240,0.02,1,0.382,0.536,,WHITE
3,43649,33.787,-84.406,244.893,0.76,-0.199,7.242,66091.668,254,249,254,300,0.02,0.996,0.377,0.611,,WHITE
3,43650,33.787,-84.406,244.814,0.74,-0.209,7.271,66091.668,228,127,118,4,0.482,0.894,0.372,0.697,,RED
3,43651,33.787,-84.406,244.746,0.75,-0.219,7.249,66091.668,229,130,120,6,0.475,0.898,0.371,0.77,,RED
3,43652,33.787,-84.406,244.669,0.74,-0.23,7.271,66091.668,228,129,117,6,0.486,0.894,0.368,0.854,,RED
3,43653,33.787,-84.406,244.593,0.75,-0.24,7.284,66091.668,227,131,120,6,0.471,0.89,0.36,0.936,,RED
3,43713,33.787,-84.406,245.418,0.76,-0.127,7.145,66091.681,229,139,134,4,0.416,0.898,0.377,0.042,,RED
3,43714,33.787,-84.406,245.347,0.74,-0.137,7.135,66091.681,229,133,123,6,0.463,0.898,0.364,0.119,,RED
3,43715,33.787,-84.406,245.278,0.74,-0.148,7.116,66091.681,226,130,120,6,0.471,0.886,0.353,0.194,,RED
3,43716,33.787,-84.406,245.207,0.74,-0.158,7.111,66091.681,228,132,122,6,0.467,0.894,0.342,0.271,,RED
3,43717,33.787,-84.406,245.134,0.76,-0.168,7.117,66091.681,250,254,252,150,0.016,0.996,0.343,0.35,,WHITE
3,43718,33.787,-84.406,245.063,0.75,-0.178,7.11,66091.681,230,136,129,4,0.439,0.902,0.334,0.427,,RED
3,43719,33.787,-84.406,244.99,0.74,-0.189,7.117,66091.681,234,133,135,358,0.431,0.918,0.334,0.506,,WHITE
3,43720,33.787,-84.406,244.916,0.74,-0.199,7.131,66091.681,230,136,122,8,0.471,0.902,0.322,0.586,,RED
3,43721,33.787,-84.406,244.843,0.74,-0.209,7.136,66091.682,226,130,119,6,0.475,0.886,0.324,0.665,,RED
3,43722,33.787,-84.406,244.774,0.74,-0.219,7.126,66091.682,226,130,118,6,0.478,0.886,0.321,0.74,,RED
3,43723,33.787,-84.406,244.7,0.75,-0.23,7.139,66091.682,227,130,119,6,0.475,0.89,0.321,0.82,,RED
3,43724,33.787,-84.406,244.627,0.74,-0.24,7.146,66091.682,227,131,121,6,0.467,0.89,0.313,0.899,,RED
3,43725,33.787,-84.406,244.553,0.71,-0.25,7.158,66091.682,236,183,154,22,0.349,0.925,0.316,0.979,,RED
3,43784,33.787,-84.406,245.438,0.74,-0.127,6.999,66091.695,249,244,249,300,0.02,0.976,0.318,0.021,,WHITE
3,43785,33.787,-84.406,245.369,0.74,-0.137,6.991,66091.695,229,133,126,4,0.451,0.898,0.305,0.095,,RED
3,43786,33.787,-84.406,245.3,0.74,-0.148,6.975,66091.695,228,132,122,6,0.467,0.894,0.294,0.17,,RED
3,43787,33.787,-84.406,245.228,0.74,-0.158,6.98,66091.695,227,131,121,6,0.467,0.89,0.294,0.248,,RED
3,43788,33.787,-84.406,245.157,0.75,-0.168,6.983,66091.695,243,202,201,2,0.173,0.953,0.295,0.325,,RED
3,43789,33.787,-84.406,245.089,0.75,-0.178,6.974,66091.695,231,133,115,10,0.502,0.906,0.286,0.399,,RED
3,43790,33.787,-84.406,245.019,0.74,-0.189,6.971,66091.695,228,131,124,4,0.455,0.894,0.276,0.475,,RED
3,43791,33.787,-84.406,244.947,0.75,-0.199,6.979,66091.695,239,165,141,14,0.412,0.937,0.267,0.553,,RED
3,43792,33.787,-84.406,244.877,0.75,-0.209,6.979,66091.695,231,130,124,4,0.463,0.906,0.27,0.628,,RED
3,43793,33.787,-84.406,244.804,0.74,-0.219,6.995,66091.695,227,131,120,6,0.471,0.89,0.27,0.707,,RED
3,43794,33.787,-84.406,244.733,0.75,-0.23,6.998,66091.695,227,129,119,6,0.475,0.89,0.262,0.784,,RED
3,43795,33.787,-84.406,244.664,0.75,-0.24,6.994,66091.695,227,132,122,6,0.463,0.89,0.258,0.859,,RED
3,43796,33.787,-84.406,244.59,0.6,-0.25,7.014,66091.695,232,137,131,4,0.435,0.91,0.258,0.939,,RED
3,43850,33.787,-84.406,245.391,0.72,-0.137,6.845,66091.708,255,242,245,346,0.051,1,0.258,0.072,,WHITE
3,43851,33.787,-84.406,245.322,0.74,-0.147,6.84,66091.708,227,134,132,2,0.42,0.89,0.246,0.146,,RED
3,43852,33.787,-84.406,245.252,0.74,-0.158,6.847,66091.708,227,131,121,6,0.467,0.89,0.246,0.222,,RED
3,43853,33.787,-84.406,245.182,0.75,-0.168,6.849,66091.708,231,135,125,6,0.459,0.906,0.235,0.298,,RED
3,43854,33.787,-84.406,245.115,0.75,-0.178,6.839,66091.708,248,254,247,112,0.027,0.996,0.225,0.371,,WHITE
3,43855,33.787,-84.406,245.044,0.74,-0.189,6.847,66091.708,235,137,122,8,0.482,0.922,0.226,0.447,,RED
3,43856,33.787,-84.406,244.976,0.74,-0.199,6.846,66091.708,238,255,252,170,0.067,1,0.217,0.521,,WHITE
3,43857,33.787,-84.406,244.905,0.74,-0.209,6.856,66091.708,252,250,255,264,0.02,1,0.219,0.598,,WHITE
3,43858,33.787,-84.406,244.838,0.75,-0.219,6.85,66091.708,229,133,126,4,0.451,0.898,0.214,0.671,,RED
3,43859,33.787,-84.406,244.763,0.74,-0.23,6.875,66091.708,227,131,125,4,0.451,0.89,0.211,0.752,,RED
3,43860,33.787,-84.406,244.698,0.75,-0.24,6.863,66091.708,228,132,122,6,0.467,0.894,0.212,0.822,,RED
3,43918,33.787,-84.406,245.339,0.68,-0.148,6.728,66091.721,253,234,240,342,0.075,0.992,0.202,0.128,,WHITE
3,43919,33.787,-84.406,245.275,0.74,-0.158,6.707,66091.721,230,135,125,6,0.455,0.902,0.188,0.197,,RED
3,43920,33.787,-84.406,245.208,0.75,-0.168,6.699,66091.721,228,132,122,6,0.467,0.894,0.177,0.27,,RED
3,43921,33.787,-84.406,245.138,0.75,-0.178,6.715,66091.721,251,252,254,220,0.012,0.996,0.176,0.346,,WHITE
3,43922,33.787,-84.406,245.071,0.75,-0.189,6.71,66091.721,235,138,133,2,0.435,0.922,0.167,0.418,,RED
3,43923,33.787,-84.406,245.002,0.74,-0.199,6.715,66091.721,238,236,254,246,0.071,0.996,0.169,0.493,,WHITE
3,43924,33.787,-84.406,244.937,0.75,-0.209,6.705,66091.721,223,136,123,8,0.447,0.875,0.164,0.563,,RED
3,43925,33.787,-84.406,244.871,0.75,-0.219,6.699,66091.722,253,251,250,20,0.012,0.992,0.161,0.635,,RED
3,43926,33.787,-84.406,244.802,0.74,-0.23,6.711,66091.722,228,132,124,4,0.455,0.894,0.161,0.71,,RED
3,43927,33.787,-84.406,244.733,0.75,-0.24,6.718,66091.722,225,133,122,6,0.459,0.882,0.156,0.784,,RED
3,43984,33.787,-84.406,245.293,0.55,-0.158,6.597,66091.735,255,244,243,6,0.047,1,0.146,0.178,,RED
3,43985,33.787,-84.406,245.23,0.75,-0.168,6.574,66091.735,230,134,127,4,0.447,0.902,0.129,0.246,,RED
3,43986,33.787,-84.406,245.172,0.75,-0.178,6.534,66091.735,228,135,127,4,0.443,0.894,0.116,0.309,,RED
3,43987,33.787,-84.406,245.101,0.74,-0.189,6.56,66091.735,247,252,255,202,0.031,1,0.11,0.386,,WHITE
3,43988,33.787,-84.406,245.034,0.74,-0.199,6.565,66091.735,235,216,249,274,0.133,0.976,0.113,0.458,,WHITE
3,43989,33.787,-84.406,244.969,0.74,-0.209,6.561,66091.735,229,138,129,6,0.435,0.898,0.111,0.529,,RED
3,43990,33.787,-84.406,244.903,0.74,-0.219,6.56,66091.735,251,251,249,60,0.008,0.984,0.107,0.6,,WHITE
3,43991,33.787,-84.406,244.836,0.74,-0.23,6.566,66091.735,225,134,125,6,0.443,0.882,0.114,0.673,,RED
3,43992,33.787,-84.406,244.77,0.74,-0.24,6.57,66091.735,223,133,124,6,0.443,0.875,0.113,0.744,,RED
3,44051,33.787,-84.406,245.255,0.52,-0.168,6.441,66091.748,230,234,239,214,0.039,0.937,0.073,0.219,,WHITE
3,44052,33.787,-84.406,245.195,0.75,-0.178,6.415,66091.748,229,147,137,6,0.4,0.898,0.062,0.284,,RED
3,44053,33.787,-84.406,245.128,0.75,-0.189,6.428,66091.748,227,137,124,8,0.455,0.89,0.062,0.356,,RED
3,44054,33.787,-84.406,245.064,0.75,-0.199,6.424,66091.748,222,141,126,10,0.431,0.871,0.055,0.426,,RED
3,44055,33.787,-84.406,244.997,0.75,-0.209,6.438,66091.748,225,134,125,6,0.443,0.882,0.055,0.498,,RED
3,44056,33.787,-84.406,244.933,0.75,-0.219,6.433,66091.748,228,145,161,348,0.365,0.894,0.06,0.568,,WHITE
3,44057,33.787,-84.406,244.871,0.75,-0.23,6.424,66091.748,233,132,137,358,0.435,0.914,0.073,0.635,,WHITE
3,44058,33.787,-84.406,244.802,0.68,-0.24,6.447,66091.748,225,132,124,4,0.447,0.882,0.073,0.71,,RED
3,44116,33.787,-84.406,245.151,0.52,-0.189,6.312,66091.761,249,227,218,18,0.125,0.976,0.023,0.332,,RED
3,44118,33.787,-84.406,245.023,0.52,-0.209,6.32,66091.761,226,246,252,194,0.102,0.988,0,0.47,,WHITE
3,44119,33.787,-84.406,244.958,0.5,-0.219,6.324,66091.761,249,231,218,26,0.125,0.976,0.01,0.541,,RED
4,45038,33.787,-84.406,244.919,0.59,-0.158,8.935,66091.961,190,151,162,344,0.204,0.745,1,0.58,,WHITE
4,45099,33.787,-84.406,245.128,0.71,-0.137,8.77,66091.974,192,144,136,8,0.29,0.753,0.903,0.217,,RED
4,45100,33.787,-84.406,245.038,0.67,-0.148,8.773,66091.974,202,194,203,294,0.043,0.796,0.902,0.373,,WHITE
4,45101,33.787,-84.406,244.947,0.71,-0.158,8.789,66091.974,194,127,129,358,0.345,0.761,0.902,0.531,,WHITE
4,45102,33.787,-84.406,244.857,0.69,-0.168,8.791,66091.974,194,130,130,0,0.329,0.761,0.882,0.688,,RED
4,45162,33.787,-84.406,245.155,0.72,-0.137,8.618,66091.988,187,148,147,2,0.216,0.733,0.805,0.17,,RED
4,45163,33.787,-84.406,245.062,0.61,-0.148,8.653,66091.988,190,160,166,348,0.157,0.745,0.827,0.332,,WHITE
4,45164,33.787,-84.406,244.977,0.71,-0.158,8.639,66091.988,213,187,198,334,0.122,0.835,0.804,0.479,,WHITE
4,45165,33.787,-84.406,244.888,0.71,-0.168,8.644,66091.988,210,194,206,316,0.075,0.824,0.784,0.634,,WHITE
4,45166,33.787,-84.406,244.799,0.72,-0.178,8.657,66091.988,191,123,122,0,0.361,0.749,0.784,0.788,,RED
4,45224,33.787,-84.406,245.179,0.57,-0.137,8.475,66092.001,194,158,157,2,0.192,0.761,0.727,0.128,,RED
4,45226,33.787,-84.406,245.005,0.52,-0.158,8.487,66092.001,231,182,172,10,0.255,0.906,0.706,0.431,,RED
4,45227,33.787,-84.406,244.916,0.72,-0.168,8.502,66092.001,204,136,132,4,0.353,0.8,0.706,0.585,,RED
4,45228,33.787,-84.406,244.831,0.69,-0.178,8.501,66092.001,195,127,126,0,0.353,0.765,0.686,0.733,,RED
4,45229,33.787,-84.406,244.742,0.63,-0.189,8.517,66092.001,199,126,129,358,0.369,0.78,0.686,0.887,,WHITE
4,45289,33.787,-84.406,245.202,0.72,-0.137,8.335,66092.014,188,124,121,2,0.357,0.737,0.631,0.089,,RED
4,45290,33.787,-84.406,245.119,0.64,-0.148,8.329,66092.014,187,149,141,10,0.247,0.733,0.608,0.233,,RED
4,45291,33.787,-84.406,245.033,0.71,-0.158,8.34,66092.014,199,140,142,358,0.298,0.78,0.608,0.382,,WHITE
4,45292,33.787,-84.406,244.946,0.71,-0.168,8.351,66092.014,196,134,126,6,0.357,0.769,0.608,0.533,,RED
4,45293,33.787,-84.406,244.86,0.7,-0.178,8.364,66092.014,194,127,128,0,0.345,0.761,0.589,0.682,,RED
4,45294,33.787,-84.406,244.774,0.69,-0.189,8.371,66092.014,194,128,126,2,0.349,0.761,0.588,0.832,,RED
4,45295,33.787,-84.406,244.688,0.7,-0.199,8.379,66092.014,196,133,135,358,0.322,0.769,0.568,0.981,,WHITE
4,45352,33.787,-84.406,245.229,0.72,-0.137,8.185,66092.028,187,123,123,0,0.341,0.733,0.533,0.042,,RED
4,45353,33.787,-84.406,245.145,0.6,-0.148,8.194,66092.028,187,151,149,4,0.204,0.733,0.533,0.188,,RED
4,45355,33.787,-84.406,244.978,0.66,-0.168,8.199,66092.028,227,224,212,48,0.067,0.89,0.511,0.477,,RED
4,45356,33.787,-84.406,244.897,0.71,-0.178,8.187,66092.028,190,134,128,6,0.325,0.745,0.49,0.618,,RED
4,45357,33.787,-84.406,244.809,0.68,-0.189,8.215,66092.028,192,125,126,0,0.349,0.753,0.49,0.771,,RED
4,45358,33.787,-84.406,244.725,0.58,-0.199,8.226,66092.028,198,155,151,6,0.239,0.776,0.47,0.917,,RED
4,45415,33.787,-84.406,245.253,0.72,-0.137,8.04,66092.041,191,122,119,2,0.376,0.749,0.439,0,,RED
4,45416,33.787,-84.406,245.174,0.62,-0.148,8.024,66092.041,188,117,117,0,0.376,0.737,0.413,0.137,,RED
4,45417,33.787,-84.406,245.09,0.64,-0.158,8.04,66092.041,232,231,220,56,0.051,0.91,0.413,0.283,,RED
4,45418,33.787,-84.406,245.008,0.66,-0.168,8.043,66092.041,198,134,127,6,0.357,0.776,0.412,0.425,,RED
4,45419,33.787,-84.406,244.927,0.64,-0.178,8.046,66092.041,210,148,128,14,0.392,0.824,0.392,0.566,,RED
4,45420,33.787,-84.406,244.841,0.66,-0.189,8.068,66092.041,193,132,131,0,0.322,0.757,0.392,0.715,,RED
4,45421,33.787,-84.406,244.76,0.68,-0.199,8.071,66092.041,207,140,141,0,0.325,0.812,0.372,0.856,,RED
4,45422,33.787,-84.406,244.677,0.52,-0.209,8.08,66092.041,201,158,147,12,0.271,0.788,0.373,1,,RED
4,45478,33.787,-84.406,245.201,0.72,-0.148,7.875,66092.054,189,115,113,2,0.404,0.741,0.315,0.09,,RED
4,45479,33.787,-84.406,245.119,0.71,-0.158,7.889,66092.054,195,118,118,0,0.396,0.765,0.315,0.233,,RED
4,45480,33.787,-84.406,245.039,0.72,-0.168,7.89,66092.054,191,179,182,346,0.063,0.749,0.314,0.372,,WHITE
4,45481,33.787,-84.406,244.957,0.56,-0.178,7.904,66092.054,205,153,151,2,0.263,0.804,0.294,0.514,,RED
4,45482,33.787,-84.406,244.876,0.66,-0.189,7.913,66092.054,198,141,149,352,0.286,0.776,0.294,0.655,,WHITE
4,45483,33.787,-84.406,244.794,0.56,-0.199,7.924,66092.054,195,140,139,2,0.286,0.765,0.294,0.797,,RED
4,45484,33.787,-84.406,244.718,0.72,-0.209,7.905,66092.054,194,127,124,2,0.361,0.761,0.259,0.929,,RED
4,45544,33.787,-84.406,245.227,0.72,-0.148,7.735,66092.068,186,115,119,356,0.38,0.729,0.24,0.045,,WHITE
4,45545,33.787,-84.406,245.149,0.71,-0.158,7.732,66092.068,193,119,118,0,0.388,0.757,0.218,0.181,,RED
4,45546,33.787,-84.406,245.071,0.7,-0.168,7.732,66092.068,240,216,197,26,0.18,0.941,0.197,0.316,,RED
4,45548,33.787,-84.406,244.912,0.56,-0.189,7.749,66092.068,219,203,196,18,0.106,0.859,0.196,0.592,,RED
4,45549,33.787,-84.406,244.83,0.51,-0.199,7.769,66092.068,194,149,144,6,0.259,0.761,0.196,0.734,,RED
4,45550,33.787,-84.406,244.751,0.68,-0.209,7.771,66092.068,191,127,126,0,0.341,0.749,0.177,0.872,,RED
4,45607,33.787,-84.406,245.178,0.72,-0.158,7.571,66092.081,183,121,114,6,0.376,0.718,0.119,0.13,,RED
4,45608,33.787,-84.406,245.102,0.67,-0.168,7.57,66092.081,190,153,140,16,0.263,0.745,0.098,0.262,,RED
4,45609,33.787,-84.406,245.021,0.53,-0.178,7.591,66092.081,218,200,184,28,0.157,0.855,0.098,0.403,,RED
4,45610,33.787,-84.406,244.942,0.55,-0.189,7.607,66092.081,191,136,130,6,0.318,0.749,0.099,0.54,,RED
4,45611,33.787,-84.406,244.864,0.56,-0.199,7.614,66092.081,189,148,151,356,0.216,0.741,0.078,0.675,,WHITE
4,45612,33.787,-84.406,244.785,0.6,-0.209,7.624,66092.081,204,131,133,358,0.357,0.8,0.08,0.812,,WHITE
4,45667,33.787,-84.406,245.131,0.54,-0.168,7.419,66092.094,184,148,151,356,0.196,0.722,0,0.212,,WHITE
4,45668,33.787,-84.406,245.054,0.51,-0.178,7.43,66092.094,182,125,128,356,0.314,0.714,0,0.345,,WHITE
4,45669,33.787,-84.406,244.977,0.53,-0.189,7.44,66092.094,187,149,145,6,0.224,0.733,0.016,0.479,,RED
5,47050,33.787,-84.406,245.248,0.5,-0.137,8.494,66092.387,206,173,172,2,0.165,0.808,1,0.231,,RED
5,47114,33.787,-84.406,245.099,0.51,-0.158,8.354,66092.4,178,155,149,12,0.165,0.698,0.893,0.451,,RED
5,47173,33.787,-84.406,245.208,0.52,-0.148,8.205,66092.414,188,153,143,14,0.239,0.737,0.822,0.29,,RED
5,47177,33.787,-84.406,244.876,0.53,-0.189,8.207,66092.414,212,162,149,12,0.298,0.831,0.769,0.781,,RED
5,47178,33.787,-84.406,244.794,0.53,-0.199,8.202,66092.414,199,159,153,8,0.231,0.78,0.753,0.902,,RED
5,47234,33.787,-84.406,245.232,0.55,-0.148,8.067,66092.427,212,165,150,14,0.294,0.831,0.752,0.254,,RED
5,47238,33.787,-84.406,244.909,0.53,-0.189,8.05,66092.427,212,166,148,16,0.302,0.831,0.68,0.732,,RED
5,47239,33.787,-84.406,244.828,0.55,-0.199,8.051,66092.427,213,163,148,14,0.306,0.835,0.682,0.852,,RED
5,47240,33.787,-84.406,244.747,0.54,-0.209,8.053,66092.427,208,158,145,12,0.302,0.816,0.666,0.972,,RED
5,47298,33.787,-84.406,245.336,0.52,-0.137,7.92,66092.44,218,166,158,8,0.275,0.855,0.665,0.101,,RED
5,47299,33.787,-84.406,245.257,0.52,-0.148,7.913,66092.44,212,164,146,16,0.31,0.831,0.662,0.217,,RED
5,47301,33.787,-84.406,245.095,0.55,-0.168,7.924,66092.44,192,154,146,10,0.239,0.753,0.643,0.457,,RED
5,47302,33.787,-84.406,245.018,0.51,-0.178,7.907,66092.44,194,154,141,14,0.275,0.761,0.607,0.571,,RED
5,47304,33.787,-84.406,244.858,0.56,-0.199,7.909,66092.441,214,164,149,14,0.302,0.839,0.592,0.808,,RED
5,47305,33.787,-84.406,244.778,0.58,-0.209,7.912,66092.441,211,161,144,16,0.318,0.827,0.576,0.926,,RED
5,47360,33.787,-84.406,245.359,0.51,-0.137,7.769,66092.454,217,173,162,12,0.255,0.851,0.594,0.067,,RED
5,47361,33.787,-84.406,245.28,0.56,-0.148,7.769,66092.454,220,172,158,14,0.282,0.863,0.574,0.183,,RED
5,47362,33.787,-84.406,245.205,0.58,-0.158,7.752,66092.454,213,174,160,16,0.247,0.835,0.554,0.294,,RED
5,47365,33.787,-84.406,244.968,0.56,-0.189,7.76,66092.454,215,170,159,12,0.259,0.843,0.518,0.645,,RED
5,47366,33.787,-84.406,244.89,0.65,-0.199,7.761,66092.454,223,192,168,26,0.247,0.875,0.502,0.76,,RED
5,47367,33.787,-84.406,244.812,0.62,-0.209,7.762,66092.454,221,183,162,22,0.267,0.867,0.505,0.876,,RED
5,47368,33.787,-84.406,244.734,0.56,-0.22,7.764,66092.454,207,166,168,358,0.2,0.812,0.49,0.991,,WHITE
5,47422,33.787,-84.406,245.382,0.53,-0.137,7.629,66092.467,208,175,164,16,0.212,0.816,0.508,0.033,,RED
5,47423,33.787,-84.406,245.306,0.57,-0.148,7.62,66092.467,234,219,212,20,0.094,0.918,0.488,0.145,,RED
5,47424,33.787,-84.406,245.226,0.57,-0.158,7.636,66092.467,236,230,225,28,0.047,0.925,0.488,0.263,,RED
5,47425,33.787,-84.406,245.155,0.52,-0.168,7.603,66092.467,236,226,220,22,0.067,0.925,0.446,0.368,,RED
5,47426,33.787,-84.406,245.077,0.63,-0.178,7.61,66092.467,226,218,212,26,0.063,0.886,0.446,0.484,,RED
5,47427,33.787,-84.406,245.001,0.58,-0.189,7.602,66092.467,226,217,204,36,0.098,0.886,0.429,0.596,,RED
5,47428,33.787,-84.406,244.921,0.58,-0.199,7.622,66092.467,228,223,213,40,0.067,0.894,0.429,0.714,,RED
5,47429,33.787,-84.406,244.844,0.57,-0.209,7.625,66092.467,232,228,220,40,0.051,0.91,0.413,0.828,,RED
5,47430,33.787,-84.406,244.767,0.55,-0.219,7.626,66092.467,229,223,213,38,0.071,0.898,0.417,0.942,,RED
5,47484,33.787,-84.406,245.404,0.51,-0.137,7.478,66092.48,213,169,158,12,0.259,0.835,0.424,0,,RED
5,47485,33.787,-84.406,245.331,0.56,-0.148,7.465,66092.48,223,167,152,12,0.318,0.875,0.397,0.108,,RED
5,47486,33.787,-84.406,245.253,0.56,-0.158,7.474,66092.48,219,178,165,14,0.247,0.859,0.397,0.223,,RED
5,47487,33.787,-84.406,245.178,0.51,-0.168,7.473,66092.48,180,174,169,28,0.063,0.706,0.377,0.334,,RED
5,47489,33.787,-84.406,245.024,0.52,-0.189,7.489,66092.48,170,163,159,22,0.067,0.667,0.358,0.562,,RED
5,47490,33.787,-84.406,244.953,0.55,-0.199,7.47,66092.48,180,152,142,16,0.212,0.706,0.34,0.667,,RED
5,47491,33.787,-84.406,244.878,0.53,-0.209,7.468,66092.481,211,166,155,12,0.267,0.827,0.324,0.778,,RED
5,47492,33.787,-84.406,244.802,0.52,-0.22,7.475,66092.481,209,170,160,12,0.235,0.82,0.327,0.891,,RED
5,47493,33.787,-84.406,244.728,0.52,-0.23,7.472,66092.481,207,159,151,8,0.271,0.812,0.316,1,,RED
5,47545,33.787,-84.406,245.351,0.55,-0.148,7.345,66092.494,215,165,150,14,0.302,0.843,0.338,0.078,,RED
5,47546,33.787,-84.406,245.281,0.56,-0.158,7.319,66092.494,218,168,148,18,0.322,0.855,0.309,0.182,,RED
5,47547,33.787,-84.406,245.208,0.55,-0.168,7.315,66092.494,219,171,160,12,0.271,0.859,0.287,0.29,,RED
5,47548,33.787,-84.406,245.127,0.56,-0.178,7.353,66092.494,212,172,159,14,0.251,0.831,0.312,0.41,,RED
5,47549,33.787,-84.406,245.057,0.59,-0.189,7.333,66092.494,215,164,149,14,0.306,0.843,0.268,0.513,,RED
5,47550,33.787,-84.406,244.986,0.58,-0.199,7.322,66092.494,215,162,149,12,0.306,0.843,0.25,0.618,,RED
5,47551,33.787,-84.406,244.913,0.55,-0.209,7.32,66092.494,214,164,151,12,0.294,0.839,0.254,0.726,,RED
5,47552,33.787,-84.406,244.836,0.52,-0.22,7.333,66092.494,206,163,152,12,0.263,0.808,0.236,0.84,,RED
5,47553,33.787,-84.406,244.762,0.54,-0.23,7.338,66092.494,209,156,147,8,0.298,0.82,0.24,0.95,,RED
5,47605,33.787,-84.406,245.309,0.52,-0.158,7.175,66092.507,215,165,148,16,0.31,0.843,0.222,0.141,,RED
5,47606,33.787,-84.406,245.232,0.55,-0.168,7.196,66092.507,218,167,154,12,0.294,0.855,0.227,0.254,,RED
5,47607,33.787,-84.406,245.162,0.51,-0.178,7.184,66092.507,187,172,160,26,0.145,0.733,0.201,0.358,,RED
5,47608,33.787,-84.406,245.09,0.57,-0.189,7.18,66092.507,204,167,152,18,0.255,0.8,0.179,0.464,,RED
5,47611,33.787,-84.406,244.872,0.57,-0.219,7.19,66092.507,210,161,150,12,0.286,0.824,0.163,0.787,,RED
5,47612,33.787,-84.406,244.801,0.51,-0.23,7.186,66092.507,213,159,156,4,0.267,0.835,0.155,0.892,,RED
5,47668,33.787,-84.406,245.191,0.54,-0.178,7.039,66092.52,203,168,153,18,0.247,0.796,0.138,0.315,,RED
5,47669,33.787,-84.406,245.121,0.55,-0.189,7.035,66092.52,212,170,155,16,0.271,0.831,0.111,0.419,,RED
5,47670,33.787,-84.406,245.049,0.55,-0.199,7.037,66092.52,219,171,155,16,0.294,0.859,0.09,0.525,,RED
5,47671,33.787,-84.406,244.978,0.53,-0.209,7.039,66092.52,185,160,147,20,0.204,0.725,0.089,0.63,,RED
5,47672,33.787,-84.406,244.907,0.6,-0.219,7.044,66092.52,213,159,145,12,0.318,0.835,0.077,0.735,,RED
5,47673,33.787,-84.406,244.839,0.51,-0.23,7.034,66092.521,203,161,148,14,0.271,0.796,0.08,0.836,,RED
5,47732,33.787,-84.406,245.014,0.55,-0.209,6.887,66092.534,215,170,154,16,0.282,0.843,0,0.577,,RED
5,47733,33.787,-84.406,244.941,0.56,-0.219,6.903,66092.534,215,162,148,12,0.31,0.843,0,0.685,,RED
6,48621,33.787,-84.406,245.016,0.54,-0.168,8.651,66092.733,212,174,166,10,0.216,0.831,1,0.699,,RED
6,48677,33.787,-84.406,245.304,0.67,-0.137,8.498,66092.747,202,137,137,0,0.322,0.792,0.956,0.304,,RED
